customer_id,total_orders,total_returns,return_rate,total_spent,total_refunded,avg_order_value,avg_return_days,returns_within_7_days,late_return_rate,returned_categories,expensive_return_rate,rejection_rate,suspicious_reason_rate,avg_product_return_rate,avg_product_refund,isolation_anomaly,dbscan_anomaly,statistical_anomaly,fraud_score,is_fraudster,fraud_type
CUST_000000,6,1,0.16666666666666666,3100.140764052558,369.0512756324542,516.690127342093,11.449333468056397,0,0.0,1,1.0,0.0,0.0,0.11489085102102796,475.125528806587,False,True,True,0.6666666666666666,False,
CUST_000001,4,0,0.0,2080.8388284132798,0.0,520.2097071033199,0.0,0,0.0,0,0.0,0.0,0.0,0.09450559550663036,545.3097707940879,False,False,False,0.0,False,
CUST_000002,6,0,0.0,2411.946016677598,0.0,401.9910027795997,0.0,0,0.0,0,0.0,0.0,0.0,0.08514292330609803,330.77827064030436,False,False,False,0.0,False,
CUST_000003,9,1,0.1111111111111111,5697.335364544478,854.4768689826317,633.0372627271641,1.8295980924421844,1,0.0,1,1.0,0.0,0.0,0.1170891792260165,503.85839567981645,False,True,True,0.6666666666666666,False,
CUST_000004,3,0,0.0,1636.9231078691942,0.0,545.641035956398,0.0,0,0.0,0,0.0,0.0,0.0,0.10843524279482229,649.2315334254646,False,False,False,0.0,False,
CUST_000005,5,2,0.4,2077.5923064586814,815.6679733876239,415.5184612917363,8.379599634451967,0,0.0,2,0.0,0.0,0.0,0.11967156197446535,415.0917824502659,False,True,False,0.3333333333333333,False,
CUST_000006,7,1,0.14285714285714285,3575.138658981195,391.33937144185273,510.7340941401707,11.0,0,0.0,1,0.0,0.0,0.0,0.10432661710996492,476.3875338101343,False,True,False,0.3333333333333333,True,fake_tracking
CUST_000007,7,1,0.14285714285714285,4798.7382553937005,891.4257245822333,685.5340364848144,0.1655515844387626,1,0.0,1,1.0,0.0,0.0,0.10669317007629463,580.4822482977265,False,True,True,0.6666666666666666,False,
CUST_000008,3,1,0.3333333333333333,978.1940915326654,381.2387580901066,326.06469717755516,17.211467815620974,0,0.0,1,1.0,0.0,0.0,0.09872770956458056,551.4061215341791,False,True,True,0.6666666666666666,False,
CUST_000009,4,0,0.0,3492.722829461304,0.0,873.180707365326,0.0,0,0.0,0,0.0,0.0,0.0,0.08079490085553831,597.7855337292533,False,False,False,0.0,False,
CUST_000010,5,0,0.0,2550.0229108207996,0.0,510.0045821641599,0.0,0,0.0,0,0.0,0.0,0.0,0.10205415457206572,540.9650069533084,False,False,False,0.0,True,fake_tracking
CUST_000011,5,0,0.0,1741.3192471336495,0.0,348.2638494267299,0.0,0,0.0,0,0.0,0.0,0.0,0.09771810780398567,361.55837509806497,False,False,False,0.0,False,
CUST_000012,4,0,0.0,2032.4640927035052,0.0,508.1160231758763,0.0,0,0.0,0,0.0,0.0,0.0,0.14830658866346833,536.1210372714402,False,False,False,0.0,False,
CUST_000013,8,1,0.125,4772.337812459673,748.1910465627725,596.5422265574591,0.8660845937633654,1,0.0,1,0.0,0.0,0.0,0.11206359152877736,529.1404311327786,False,True,False,0.3333333333333333,False,
CUST_000014,9,2,0.2222222222222222,3006.157796750377,556.0585920548706,334.0175329722641,7.228543569502758,1,0.0,2,0.0,0.0,0.0,0.11330083381631141,256.8347016077341,False,True,False,0.3333333333333333,False,
CUST_000015,8,0,0.0,5396.3550373415665,0.0,674.5443796676958,0.0,0,0.0,0,0.0,0.0,0.0,0.0994782491305099,602.411971888877,False,False,False,0.0,False,
CUST_000016,9,1,0.1111111111111111,5736.15713476182,715.3612869670837,637.3507927513133,3.5377481822607972,1,0.0,1,1.0,0.0,0.0,0.13777807364268926,506.55999356136294,False,True,True,0.6666666666666666,False,
CUST_000017,3,1,0.3333333333333333,1524.3509412297562,855.5340792897025,508.11698040991877,9.2670629199926,0,0.0,1,0.0,0.0,0.0,0.13223992019520328,541.5129070918938,False,True,False,0.3333333333333333,False,
CUST_000018,1,0,0.0,42.76137756267373,0.0,42.76137756267373,0.0,0,0.0,0,0.0,0.0,0.0,0.07462686567164178,21.670886971091942,False,False,False,0.0,False,
CUST_000019,6,0,0.0,4372.723551377549,0.0,728.7872585629248,0.0,0,0.0,0,0.0,0.0,0.0,0.09997987157445798,481.98715731360494,False,False,False,0.0,False,
CUST_000020,7,1,0.14285714285714285,2925.750116670163,389.3529308314168,417.9643023814519,4.978687011230427,1,0.0,1,0.0,0.0,0.0,0.1199512941108961,358.59062568169026,False,False,False,0.0,False,
CUST_000021,3,0,0.0,1919.4050747826657,0.0,639.8016915942219,0.0,0,0.0,0,0.0,0.0,0.0,0.12186451713934839,543.6146837346076,False,False,False,0.0,False,
CUST_000022,6,1,0.16666666666666666,3908.9032324318823,400.7206516695581,651.4838720719804,9.324817557336736,0,0.0,1,0.0,0.0,0.0,0.12155481928601437,463.93969427628457,False,True,False,0.3333333333333333,False,
CUST_000023,16,0,0.0,7970.649446399,0.0,498.1655903999375,0.0,0,0.0,0,0.0,0.0,0.0,0.12323158721259808,540.507264283636,False,False,False,0.0,False,
CUST_000024,3,1,0.3333333333333333,1193.4979654087012,513.8294184225507,397.83265513623377,2.0926205904639903,1,0.0,1,0.0,0.0,0.0,0.08200801244944655,346.220393023736,False,True,False,0.3333333333333333,False,
CUST_000025,5,0,0.0,2637.0888094024967,0.0,527.4177618804994,0.0,0,0.0,0,0.0,0.0,0.0,0.07969508451714226,468.1685901764502,False,False,False,0.0,False,
